"state","county","pop","NA","NA","NA","NA"
49,31,49,31,1395,1395,0
49,33,49,33,2203,2203,0
49,35,49,35,1128970,1128970,0
49,37,49,37,9655,9655,0
49,39,49,39,24372,24372,0
49,41,49,41,22011,22011,0
49,43,49,43,38457,38457,0
49,45,49,45,60440,60440,0
49,47,49,47,30222,30222,0
49,49,49,49,486808,486808,0
49,51,49,51,22332,22332,0
49,53,49,53,132655,132655,0
49,55,49,55,2720,2720,0
49,57,49,57,248432,248432,0
50,1,50,1,44173,44173,0
50,3,50,3,44243,44243,0
50,5,50,5,36831,36831,0
50,7,50,7,180382,180382,0
50,9,50,9,7329,7329,0
50,11,50,11,58625,58625,0
50,13,50,13,8881,8881,0
50,15,50,15,29286,29286,0
50,17,50,17,34838,34838,0
50,19,50,19,33340,33340,0
50,21,50,21,77127,77127,0
50,23,50,23,72553,72553,0
50,25,50,25,53175,53175,0
50,27,50,27,70244,70244,0
51,1,51,1,37572,37572,0
51,3,51,3,96701,96701,0
51,5,51,5,19447,19447,0
51,7,51,7,15026,15026,0
51,9,51,9,35699,35699,0
51,11,51,11,16887,16887,0
51,13,51,13,206993,206993,0
51,15,51,15,84746,84746,0
51,17,51,17,5875,5875,0
51,19,51,19,77374,77374,0
51,21,51,21,7096,7096,0
51,23,51,23,39094,39094,0
51,25,51,25,17493,17493,0
51,27,51,27,23801,23801,0
51,29,51,29,14623,14623,0
51,31,51,31,61442,61442,0
51,33,51,33,31898,31898,0
51,35,51,35,32188,32188,0
51,36,51,36,8350,8350,0
51,37,51,37,13807,13807,0
51,41,51,41,358253,358253,0
51,43,51,43,15216,15216,0
51,45,51,45,5643,5643,0
51,47,51,47,49704,49704,0
51,49,51,49,10333,10333,0
51,51,51,51,15870,15870,0
51,53,51,53,30275,30275,0
51,57,51,57,12320,12320,0
51,59,51,59,1165418,1165418,0
51,61,51,61,72006,72006,0
51,63,51,63,16778,16778,0
51,65,51,65,27353,27353,0
51,67,51,67,60454,60454,0
51,69,51,69,86783,86783,0
51,71,51,71,19797,19797,0
51,73,51,73,42974,42974,0
51,75,51,75,22410,22410,0
51,77,51,77,17599,17599,0
51,79,51,79,20472,20472,0
51,81,51,81,9435,9435,0
51,83,51,83,39716,39716,0
51,85,51,85,115304,115304,0
51,87,51,87,338776,338776,0
51,89,51,89,63736,63736,0
51,91,51,91,2819,2819,0
51,93,51,93,40504,40504,0
51,95,51,95,71331,71331,0
51,97,51,97,7198,7198,0
51,99,51,99,25207,25207,0
51,101,51,101,18854,18854,0
51,103,51,103,13758,13758,0
51,105,51,105,22288,22288,0
51,107,51,107,327081,327081,0
51,109,51,109,34988,34988,0
51,111,51,111,11999,11999,0
51,113,51,113,14771,14771,0
51,115,51,115,10140,10140,0
51,117,51,117,34460,34460,0
51,119,51,119,11802,11802,0
51,121,51,121,75508,75508,0
51,125,51,125,16989,16989,0
51,127,51,127,20059,20059,0
51,131,51,131,14026,14026,0
51,133,51,133,13943,13943,0
51,135,51,135,15745,15745,0
51,137,51,137,37244,37244,0
51,139,51,139,27875,27875,0
51,141,51,141,20182,20182,0
51,143,51,143,71960,71960,0
51,145,51,145,29652,29652,0
51,147,51,147,17520,17520,0
51,149,51,149,33419,33419,0
51,153,51,153,420514,420514,0
51,155,51,155,37752,37752,0
51,157,51,157,8400,8400,0
51,159,51,159,8537,8537,0
51,161,51,161,106854,106854,0
51,163,51,163,24473,24473,0
51,165,51,165,88813,88813,0
51,167,51,167,27826,27826,0
51,169,51,169,24157,24157,0
51,171,51,171,48294,48294,0
51,173,51,173,37317,37317,0
51,175,51,175,19065,19065,0
51,177,51,177,135149,135149,0
51,179,51,179,133561,133561,0
51,181,51,181,7689,7689,0
51,183,51,183,11342,11342,0
51,185,51,185,45503,45503,0
51,187,51,187,41948,41948,0
51,191,51,191,57788,57788,0
51,193,51,193,19148,19148,0
51,195,51,195,40068,40068,0
51,197,51,197,32642,32642,0
51,199,51,199,72643,72643,0
51,510,51,510,137636,137636,0
51,515,51,515,6779,6779,0
51,520,51,520,17017,17017,0
51,530,51,530,6991,6991,0
51,540,51,540,35634,35634,0
51,550,51,550,240781,240781,0
51,570,51,570,20035,20035,0
51,580,51,580,7555,7555,0
51,590,51,590,46501,46501,0
51,595,51,595,6287,6287,0
51,600,51,600,25318,25318,0
51,610,51,610,11495,11495,0
51,620,51,620,9510,9510,0
51,630,51,630,18850,18850,0
51,640,51,640,7988,7988,0
51,650,51,650,144147,144147,0
51,660,51,660,33148,33148,0
51,670,51,670,24252,24252,0
51,678,51,678,5408,5408,0
51,680,51,680,66810,66810,0
51,683,51,683,38594,38594,0
51,685,51,685,13088,13088,0
51,690,51,690,15432,15432,0
51,700,51,700,188369,188369,0
51,710,51,710,218467,218467,0
51,720,51,720,4183,4183,0
51,730,51,730,33679,33679,0
51,735,51,735,14274,14274,0
51,740,51,740,102797,102797,0
51,750,51,750,10631,10631,0
51,760,51,760,180690,180690,0
51,770,51,770,101569,101569,0
51,775,51,775,27407,27407,0
51,790,51,790,25865,25865,0
51,800,51,800,88885,88885,0
51,810,51,810,482640,482640,0
51,820,51,820,23883,23883,0
51,830,51,830,8813,8813,0
51,840,51,840,26401,26401,0
53,1,53,1,19696,19696,0
53,3,53,3,22275,22275,0
53,5,53,5,178347,178347,0
53,7,53,7,78593,78593,0
53,9,53,9,77791,77791,0
53,11,53,11,460118,460118,0
53,13,53,13,4047,4047,0
53,15,53,15,110326,110326,0
53,17,53,17,37404,37404,0
53,19,53,19,6409,6409,0
53,21,53,21,74393,74393,0
53,23,53,23,2223,2223,0
53,25,53,25,90021,90021,0
53,27,53,27,73035,73035,0
53,29,53,29,85186,85186,0
53,31,53,31,32064,32064,0
53,33,53,33,2095597,2095597,0
53,35,53,35,270070,270070,0
53,37,53,37,35602,35602,0
53,39,53,39,20979,20979,0
53,41,53,41,79530,79530,0
53,43,53,43,11458,11458,0
53,45,53,45,61404,61404,0
53,47,53,47,42347,42347,0
53,49,53,49,21901,21901,0
53,51,53,51,13133,13133,0
53,53,53,53,854473,854473,0
53,55,53,55,16222,16222,0
53,57,53,57,127441,127441,0
53,59,53,59,10730,10730,0
53,61,53,61,776203,776203,0
53,63,53,63,506127,506127,0
53,65,53,65,45402,45402,0
53,67,53,67,269549,269549,0
53,69,53,69,4203,4203,0
53,71,53,71,58765,58765,0
53,73,53,73,207450,207450,0
53,75,53,75,34064,34064,0
53,77,53,77,258329,258329,0
54,1,54,1,16752,16752,0
54,3,54,3,113948,113948,0
54,5,54,5,25556,25556,0
54,7,54,7,13679,13679,0
54,9,54,9,27739,27739,0
54,11,54,11,97558,97558,0
54,13,54,13,7245,7245,0
54,15,54,15,9570,9570,0
54,17,54,17,5247,5247,0
54,19,54,19,45922,45922,0
54,21,54,21,6662,6662,0
54,23,54,23,14071,14071,0
54,25,54,25,37642,37642,0
54,27,54,27,25597,25597,0
54,29,54,29,37840,37840,0
54,31,54,31,15685,15685,0
54,33,54,33,79255,79255,0
54,35,54,35,32253,32253,0
54,37,54,37,57906,57906,0
54,39,54,39,218899,218899,0
54,41,54,41,19556,19556,0
54,43,54,43,21836,21836,0
54,45,54,45,37041,37041,0
54,47,54,47,18231,18231,0
54,49,54,49,62783,62783,0
54,51,54,51,37265,37265,0
54,53,54,53,27435,27435,0
54,55,54,55,64306,64306,0
54,57,54,57,32223,32223,0
54,59,54,59,25684,25684,0
54,61,54,61,82186,82186,0
54,63,54,63,13747,13747,0
54,65,54,65,19004,19004,0
54,67,54,67,28150,28150,0
54,69,54,69,51904,51904,0
54,71,54,71,9016,9016,0
54,73,54,73,8419,8419,0
54,75,54,75,9508,9508,0
54,77,54,77,34928,34928,0
54,79,54,79,62515,62515,0
54,81,54,81,81141,81141,0
54,83,54,83,31642,31642,0
54,85,54,85,12230,12230,0
54,87,54,87,15732,15732,0
54,89,54,89,11797,11797,0
54,91,54,91,17520,17520,0
54,93,54,93,8119,8119,0
54,95,54,95,9789,9789,0
54,97,54,97,24904,24904,0
54,99,54,99,42224,42224,0
54,101,54,101,9161,9161,0
54,103,54,103,18654,18654,0
54,105,54,105,5698,5698,0
54,107,54,107,99199,99199,0
54,109,54,109,22782,22782,0
55,1,55,1,22240,22240,0
55,3,55,3,19139,19139,0
55,5,55,5,57627,57627,0
55,7,55,7,18508,18508,0
55,9,55,9,305341,305341,0
55,11,55,11,17456,17456,0
55,13,55,13,19432,19432,0
55,15,55,15,59906,59906,0
55,17,55,17,74532,74532,0
55,19,55,19,41453,41453,0
55,21,55,21,71209,71209,0
55,23,55,23,19893,19893,0
55,25,55,25,578264,578264,0
55,27,55,27,107190,107190,0
55,29,55,29,36217,36217,0
55,31,55,31,50738,50738,0
55,33,55,33,45486,45486,0
55,35,55,35,109802,109802,0
55,37,55,37,5712,5712,0
55,39,55,39,127051,127051,0
55,41,55,41,11069,11069,0
55,43,55,43,58682,58682,0
55,45,55,45,46539,46539,0
55,47,55,47,24064,24064,0
55,49,55,49,29339,29339,0
55,51,55,51,7556,7556,0
55,53,55,53,23317,23317,0
55,55,55,55,98588,98588,0
55,57,55,57,30263,30263,0
55,59,55,59,192820,192820,0
55,61,55,61,26161,26161,0
55,63,55,63,128543,128543,0
55,65,55,65,20953,20953,0
55,67,55,67,25262,25262,0
55,69,55,69,37391,37391,0
55,71,55,71,106165,106165,0
55,73,55,73,168105,168105,0
55,75,55,75,51981,51981,0
55,77,55,77,19079,19079,0
55,78,55,78,4651,4651,0
55,79,55,79,1072350,1072350,0
55,81,55,81,52838,52838,0
55,83,55,83,47437,47437,0
55,85,55,85,47618,47618,0
55,87,55,87,219361,219361,0
55,89,55,89,106941,106941,0
55,91,55,91,9391,9391,0
55,93,55,93,45788,45788,0
55,95,55,95,54563,54563,0
55,97,55,97,80690,80690,0
55,99,55,99,18531,18531,0
55,101,55,101,238780,238780,0
55,103,55,103,20984,20984,0
55,105,55,105,197958,197958,0
55,107,55,107,17717,17717,0
55,109,55,109,100026,100026,0
55,111,55,111,77344,77344,0
55,113,55,113,20719,20719,0
55,115,55,115,50275,50275,0
55,117,55,117,149136,149136,0
55,119,55,119,24264,24264,0
55,121,55,121,37405,37405,0
55,123,55,123,34339,34339,0
55,125,55,125,26687,26687,0
55,127,55,127,117692,117692,0
55,129,55,129,19913,19913,0
55,131,55,131,166642,166642,0
55,133,55,133,488259,488259,0
55,135,55,135,63893,63893,0
55,137,55,137,28439,28439,0
55,139,55,139,194589,194589,0
55,141,55,141,94178,94178,0
56,1,56,1,30294,30294,0
56,3,56,3,12082,12082,0
56,5,56,5,47397,47397,0
56,7,56,7,17003,17003,0
56,9,56,9,15160,15160,0
56,11,56,11,7506,7506,0
56,13,56,13,42802,42802,0
56,15,56,15,13094,13094,0
56,17,56,17,5133,5133,0
56,19,56,19,8731,8731,0
56,21,56,21,101943,101943,0
56,23,56,23,18889,18889,0
56,25,56,25,82688,82688,0
56,27,56,27,2642,2642,0
56,29,56,29,32211,32211,0
56,31,56,31,9802,9802,0
56,33,56,33,32229,32229,0
56,35,56,35,8631,8631,0
56,37,56,37,48476,48476,0
56,39,56,39,23152,23152,0
56,41,56,41,23667,23667,0
56,43,56,43,9522,9522,0
56,45,56,45,7947,7947,0
